,song_name,artist,url,track_id,description,listen_in_non_stress_regulating_setting,lyrics_is_a_important_part,response_id,strategy
261,The Answer,"Aaron Tveit, Jou Iconis",https://open.spotify.com/track/2e8XKQRSHxRIPM3dsR2hmk,2e8XKQRSHxRIPM3dsR2hmk,About that you don't always have to know what you are doing,Yes,Yes,R_81gjW2Qe56Wo6Ye,solace
178,Either,Tiny Habits,https://open.spotify.com/track/2eXRgdwREO1B8jt5k2n2cW,2eXRgdwREO1B8jt5k2n2cW,,Yes,Yes,R_2xOG8RwWS4NZPnb,diversion
759,Let Down,Radiohead,https://open.spotify.com/track/2fuYa3Lx06QQJAm0MjztKr,2fuYa3Lx06QQJAm0MjztKr,,Yes,Yes,R_8YnBr5pfVh9hzzu,solace
1,Stardust,Gerry mulligan,https://open.spotify.com/track/2g1iBv7SXxiXX0IEG4lz2k,2g1iBv7SXxiXX0IEG4lz2k,,No,No,R_8R3gfGieaM6y5GE,entertainment
33,"Oh, Lover","Röyksopp, Susanne Sundfør",https://open.spotify.com/track/2gJqvIPF8NCBmZ9Ivlj3XV,2gJqvIPF8NCBmZ9Ivlj3XV,,Yes,No,R_2EnIdAMa8NYSXqV,diversion
802,Drops of Jupiter,Train,https://open.spotify.com/track/2hKdd3qO7cWr2Jo0Bcs0MA,2hKdd3qO7cWr2Jo0Bcs0MA,,Yes,Yes,R_8PsV7EzuWKsJiKd,solace
619,I need your body ,Brooke Bentham,https://open.spotify.com/track/2haJphBUZLD5MpFB8KkCsF,2haJphBUZLD5MpFB8KkCsF,,Yes,,R_2HOcWQ0Ao3rvWQl,discharge
217,Better together ,Jack Johnson ,https://open.spotify.com/track/2iXdwVdzA0KrI2Q0iZNJbX,2iXdwVdzA0KrI2Q0iZNJbX,,Yes,Yes,R_4lLXShteMUjWgMW,revival
594,Hit or miss,Boyo,https://open.spotify.com/track/2iioiK7vlAunMJyyrnG9hi,2iioiK7vlAunMJyyrnG9hi,Upcheering,Yes,No,R_8ZTYiKxXbBb081e,discharge
691,messy,olivia dean,https://open.spotify.com/track/2iq1qD2ifqpYS5J2I35u7h,2iq1qD2ifqpYS5J2I35u7h,,Yes,Yes,R_837aAI9nePo1QDT,mental_work
107,Sungs for liam,Kraftklub,https://open.spotify.com/track/2isyujVLDSr4lYhIo7qCRw,2isyujVLDSr4lYhIo7qCRw,,,,R_8rid6Aiv4sOl6JB,entertainment
11,Say say say ,Michael Jackson and Paul mccartney ,https://open.spotify.com/track/2iwhqrveOYC8XLB7GZm63G,2iwhqrveOYC8XLB7GZm63G,,,,R_8PbUFpCdBq8pYqu,entertainment
388,Love is a game,Adele,https://open.spotify.com/track/2j3GxEsbNYNeEzz86wDY4J,2j3GxEsbNYNeEzz86wDY4J,"Adele's voice in this song, and the underlying message just makes me feel immensely.",Yes,Yes,R_2HRoAD9L1WNTCiF,strong_sensation
741,Angst,Kraftklub,https://open.spotify.com/track/2jKO1Dv0b6iQpvhGk1HI4Q,2jKO1Dv0b6iQpvhGk1HI4Q,,,,R_2VdoBUAa69ab0h6,solace
389,Jesus I Was Evil,Darcy Clay,https://open.spotify.com/track/2jbTnXSqdqWRLHg8qvcQjx,2jbTnXSqdqWRLHg8qvcQjx,"Loud, not very melodical, distracts very well",No,No,R_2p9wWWpkx5peG4N,diversion
81,Hayloft,Mother mother,https://open.spotify.com/track/2kKkl59fY6Cic1CmhvSEZK,2kKkl59fY6Cic1CmhvSEZK,,Yes,No,R_8XnyWMaJIcOY96C,revival
199,Big Brown Eyes,Lola Young,https://open.spotify.com/track/2kKnGTvaxmi6OiOObpf6r3,2kKnGTvaxmi6OiOObpf6r3,,No,No,R_8cbeXQem84K93QF,revival
703,Everything in its Right Place,Radiohead,https://open.spotify.com/track/2kRFrWaLWiKq48YYVdGcm8,2kRFrWaLWiKq48YYVdGcm8,,,,R_8jQb1p8fPposCOe,"[('mental_work', 2)]"
665,Everything in it's right place,Radiohead,https://open.spotify.com/track/2kRFrWaLWiKq48YYVdGcm8,2kRFrWaLWiKq48YYVdGcm8,,Yes,Yes,R_2UcZTsu7Ha6wjkd,"[('mental_work', 2)]"
103,Betty,AJR,https://open.spotify.com/track/2kb638zLMKUHOx4rhd4ttD,2kb638zLMKUHOx4rhd4ttD,,,,R_2yvMha4rZC1Z6Ct,entertainment
34,Juna,Clairo,https://open.spotify.com/track/2mWfVxEo4xZYDaz0v7hYrN,2mWfVxEo4xZYDaz0v7hYrN,"I like to sing when I'm stressed, because it keeps my focus away from stress.",Yes,No,R_8wt2bq6XlrxNtUi,diversion
91,Flat Earth,Clown Core,https://open.spotify.com/track/2mlh8fBK1wFPW5PgHYCjbN,2mlh8fBK1wFPW5PgHYCjbN,same as previous + the humour/absurdity of it snaps me out of my dip usually,Yes,,R_2U4TKFDTdWQOdSq,revival
101,Oh Darling,The Beatles ,https://open.spotify.com/track/2mxByJWOajjiVsLWjNXvDJ,2mxByJWOajjiVsLWjNXvDJ,,Yes,Yes,R_263ifr5Fzi1g7g5,entertainment
109,Oh Qué Será?,Willie Colon,https://open.spotify.com/track/2n1MTLCis6qPSDKdr5XSDI,2n1MTLCis6qPSDKdr5XSDI,,Yes,No,R_8EhUjQrkmBRTASs,entertainment
533,Young and Beautiful,Lana Del Rey,https://open.spotify.com/track/2nMeu6UenVvwUktBCpLMK9,2nMeu6UenVvwUktBCpLMK9,,Yes,Yes,R_2tck6sPLJviBT1R,discharge
713,Partners in crime,The Strokes,https://open.spotify.com/track/2ncRH1zCER8iHXYhlHXyam,2ncRH1zCER8iHXYhlHXyam,,Yes,No,R_2tck6sPLJviBT1R,mental_work
310,Jacob and the Stone,Emile Mosseri,https://open.spotify.com/track/2nltARCkZyrzjQANViDpuX,2nltARCkZyrzjQANViDpuX,,No,There are no lyrics,R_8l46mlZGFZsyKeB,strong_sensation
262,One Night Stand,B-Brave,https://open.spotify.com/track/2no9x9FRytP9PnB3CQPYSs,2no9x9FRytP9PnB3CQPYSs,,Yes,No,R_8VqM9C6HA45xC9p,revival
19,Fearless,Taylor Swift,https://open.spotify.com/track/2okho7vU7Nsq1UZD0kgIMi,2okho7vU7Nsq1UZD0kgIMi,,Yes,Yes,R_8TFOXwMwo2RtzTg,entertainment
104,Mr. Crowley,Ozzy Osbourne,https://open.spotify.com/track/2ov8L95QD25TLpZAZPYWXL,2ov8L95QD25TLpZAZPYWXL,I love the goth vibe of this song,,,R_8ZTYiKxXbBb081e,entertainment
265,blue ,billie Eilish,https://open.spotify.com/track/2prqm9sPLj10B4Wg0wE5x9,2prqm9sPLj10B4Wg0wE5x9,,Yes,No,R_8HY1QG4yHOHpN5L,solace
241,How Bad Do U Want Me,Lady Gaga,https://open.spotify.com/track/2rvd6akG8qEtBNUvQpN7iY,2rvd6akG8qEtBNUvQpN7iY,,Yes,Yes,R_8TFOXwMwo2RtzTg,revival
102,Dear Theodosia,"Leslie Odom Jr., Lin-Manuel Miranda",https://open.spotify.com/track/2sEq2rC3ynYsT49x7utWnd,2sEq2rC3ynYsT49x7utWnd,"This is a song from Hamilton the musical, it is a part of an incredibly powerful scene - and it just makes me cry because at the end of the day we are all the same and we’re all trying to live life correctly if that’s even possible ",Yes,Yes,R_2oEDEWFXn3Qfhnk,strong_sensation
541,Selfless,The Strokes,https://open.spotify.com/track/2t0wwvR15fc3K1ey8OiOaN,2t0wwvR15fc3K1ey8OiOaN,,Yes,Yes,R_2cD4oWRk402VtjH,discharge
496,Prom dress,Mxmtoon,https://open.spotify.com/track/2u4XZR5A8cRPTPxBLJbAFC,2u4XZR5A8cRPTPxBLJbAFC,,No,Yes,R_2HFaNp6YCRpC6NX,diversion
22,Liebestraum No.3 in A-Flat Major ,"Franz Liszt, Lang Lang",https://open.spotify.com/track/2u9VGZmVz7Rm01SfDgzcfA,2u9VGZmVz7Rm01SfDgzcfA,The build up and the catharsis really takes me on an emotional journey,No,There are no lyrics,R_8wt2bq6XlrxNtUi,strong_sensation
282,My Art,Le Tigre,https://open.spotify.com/track/2un9SnAaNkxJyQUWG3koil,2un9SnAaNkxJyQUWG3koil,,Yes,Yes,R_2zZwYOsilY4jRsz,solace
37,Un corps à prendre,Odezenne,https://open.spotify.com/track/2vlNuZS5pvyBxG2NxsQkKn,2vlNuZS5pvyBxG2NxsQkKn,,Yes,No,R_2EnIdAMa8NYSXqV,discharge
109,Mary on a cross,Ghost,https://open.spotify.com/track/2wBnZdVWa5jVpvYRfGU7rP,2wBnZdVWa5jVpvYRfGU7rP,,Yes,No,R_8XnyWMaJIcOY96C,strong_sensation
302,Baño María,CA7RIEL & Paco Amoroso,https://open.spotify.com/track/2wuZ3kg5ChBjRKqBYfJ9H7,2wuZ3kg5ChBjRKqBYfJ9H7,The full album gives me a lot of motivation and focus when I need to feel in the zone,Yes,No,R_2LXRHlBulGggcW0,strong_sensation
173,Emit Remmus,Red Hot Chili Peppers,https://open.spotify.com/track/2xDHUsWEsH33sKbFqDZPFj,2xDHUsWEsH33sKbFqDZPFj,,,,R_2VdoBUAa69ab0h6,revival
117,Floating Parade,Michael Kiwanuka,https://open.spotify.com/track/2xFbAWIz53Cdxu4kdgV5iG,2xFbAWIz53Cdxu4kdgV5iG,The groove in the verse makes me happy ,Yes,Yes,R_8cbeXQem84K93QF,entertainment
540,End of the Road,Noga Erez,https://open.spotify.com/track/2xP2RPD8Hk9EkM8JXlxp8g,2xP2RPD8Hk9EkM8JXlxp8g,I love the energy ,Yes,,R_2Lp20qjXqfa7pVi,discharge
108,The gadfly suite ,Shostakovich ,https://open.spotify.com/track/2y4zACwzvHfotHgkfG6OZi,2y4zACwzvHfotHgkfG6OZi,Takes you to a different mental space. And is very dramatic so you can vent ,Yes,There are no lyrics,R_8PbUFpCdBq8pYqu,strong_sensation
217,Black Paint,Death Grips,https://open.spotify.com/track/2yY0LXGpN7U2y5tbagNnXq,2yY0LXGpN7U2y5tbagNnXq,"This track sounds like it comes from below, and its hellish energy takes me with it.",Yes,No,R_2oS0VRFGHi3daXX,discharge
461,Pump It,Black Eyes Peas,https://open.spotify.com/track/2ygMBIctKIAfbEBcT9065L,2ygMBIctKIAfbEBcT9065L,,No,Yes,R_8VqM9C6HA45xC9p,diversion
275,American Coffee,Jenny Hval,https://open.spotify.com/track/2ywyJsQa0vew5YEbAr7Jgr,2ywyJsQa0vew5YEbAr7Jgr,The singer sings about her life and how she deals/accepts the things that have happened.,Yes,Yes,R_2wNy3hFkKdHM4D0,solace
758,Litte Miss Perfect,Taylor Louderman,https://open.spotify.com/track/2z1xTVeAvEIdniWEnoGeAH,2z1xTVeAvEIdniWEnoGeAH,,No,Yes,R_8hYa7SIXp5JaIx2,solace
204,What The Hell,Avril Lavigne,https://open.spotify.com/track/2z4U9d5OAA4YLNXoCgioxo,2z4U9d5OAA4YLNXoCgioxo,,Yes,No,R_8PsV7EzuWKsJiKd,revival
253,Paranoid,Black Sabbath,https://open.spotify.com/track/2z71jdeVcC782NgsYZ6N8q,2z71jdeVcC782NgsYZ6N8q,"Fast, makes me want to do stuff",Yes,No,R_2p9wWWpkx5peG4N,revival
480,Spaceman,Electric Call Boy,https://open.spotify.com/track/2zNZ81rcbDUvOmKo0borJr,2zNZ81rcbDUvOmKo0borJr,,,,R_2VdoBUAa69ab0h6,diversion
235,aaj shanibar,rupa ,https://open.spotify.com/track/31KWQUc0jo0qjZeqduEovA,31KWQUc0jo0qjZeqduEovA,,Yes,Yes,R_837aAI9nePo1QDT,revival
169,Got Me Started,Troye Sivan,https://open.spotify.com/track/31MNHKE86sEXzIglbGQ6mu,31MNHKE86sEXzIglbGQ6mu,,Yes,No,R_8eLKaSUgqXjGFkl,diversion
406,Under the Black Flag,Brian Tyler,https://open.spotify.com/track/31O4FsKvOkRfXZs7SdzaeS,31O4FsKvOkRfXZs7SdzaeS,,,,R_2VdoBUAa69ab0h6,diversion
80,Let’s Pretend We’re Married,Prince,https://open.spotify.com/track/31ink8UgWSYUXz0hPasoif,31ink8UgWSYUXz0hPasoif,Reminds me of fun summery times with friends and makes me want to hop up and dance,Yes,No,R_8EhUjQrkmBRTASs,entertainment
662,„watching the stars”,øneheart,https://open.spotify.com/track/321PCApeQiLLrf03k83cCb,321PCApeQiLLrf03k83cCb,"Since there’s no lyrics, I can fully concentrate on the melody and breathing, which makes me much less stressed.",Yes,There are no lyrics,R_8EbOmTY4KpFTsDK,mental_work
121,Kiwi,Harry Styles,https://open.spotify.com/track/33SNO8AaciGbNaQFkxvPrW,33SNO8AaciGbNaQFkxvPrW,It makes me happy and I like to sing along with this song,Yes,Yes,R_2HjY4EvYzUqMJtW,strong_sensation
270,A Quick One Before the Eternal Worm Devours Connecticut,Have A Nice Life,https://open.spotify.com/track/34dkZZNQJzEJRqPkywYmEY,34dkZZNQJzEJRqPkywYmEY,,Yes,There are no lyrics,R_2cD4oWRk402VtjH,strong_sensation
800,Papaoutai,Stromae,https://open.spotify.com/track/34dx8DACTJsc3rsJdaEIQw,34dx8DACTJsc3rsJdaEIQw,,,,R_2VdoBUAa69ab0h6,solace
777,all-american bitch,Olivia Rodrigo,https://open.spotify.com/track/34sOdxWu9FljH84UXdRwu1,34sOdxWu9FljH84UXdRwu1,,Yes,Yes,R_21AmFBgPw7UHYaR,solace
503,Dear Prudence,Siouxsie & The Banshees,https://open.spotify.com/track/34tFidHrETMAjsiK87WVVW,34tFidHrETMAjsiK87WVVW,,Yes,No,R_2tck6sPLJviBT1R,diversion
742,Never Had To Know,The Vices,https://open.spotify.com/track/34wxWQsKbTm6W6KnNZ83xF,34wxWQsKbTm6W6KnNZ83xF,,No,Yes,R_8VqM9C6HA45xC9p,solace
113,THIS IS FOR,TWICE,https://open.spotify.com/track/3598iBWrS4JhJqP5tHlpVK,3598iBWrS4JhJqP5tHlpVK,,,,R_8pJG7O16rICvdio,entertainment
372,Look On,John Frusciante,https://open.spotify.com/track/36ccCX80FySyM06vW2xTvW,36ccCX80FySyM06vW2xTvW,"Dark song, very sad, but great musically",Yes,Yes,R_2p9wWWpkx5peG4N,strong_sensation
76,about time,Loyle Carner,https://open.spotify.com/track/36nAARGAPFW5omo7C9euJ9,36nAARGAPFW5omo7C9euJ9,h,Yes,Yes,R_2LXRHlBulGggcW0,entertainment
580,Who's afraid of little old me?,Taylor Swift,https://open.spotify.com/track/36t6frENUtCYKuZus6aYDO,36t6frENUtCYKuZus6aYDO,,Yes,Yes,R_8TFOXwMwo2RtzTg,discharge
120,Sultans of Swing,Dire Straits,https://open.spotify.com/track/37Tmv4NnfQeb0ZgUC4fOJj,37Tmv4NnfQeb0ZgUC4fOJj,,Yes,No,R_8VqM9C6HA45xC9p,entertainment
16,Midnight Sun,Zara Larsson,https://open.spotify.com/track/37UCSVSqiPGdR1DijOFyYY,37UCSVSqiPGdR1DijOFyYY,,,,R_8pJG7O16rICvdio,"[('entertainment', 2)]"
17,Road to Nowhere,Talking Heads,https://open.spotify.com/track/37UCSVSqiPGdR1DijOFyYY,37UCSVSqiPGdR1DijOFyYY,,Yes,No,R_2e9qeeiYw9MaePm,"[('entertainment', 2)]"
200,Moaning Lisa Smile,Wolf Alice,https://open.spotify.com/track/37XsaGX7crh4YJKv6k946u,37XsaGX7crh4YJKv6k946u,The frustration in the lyrics gives a sense of relief when singing along with them,Yes,Yes,R_2wNy3hFkKdHM4D0,discharge
147,Vác,young B!TE,https://open.spotify.com/track/37aUT3J0zz6fTzOvnAEKGE,37aUT3J0zz6fTzOvnAEKGE,,,,R_8jQb1p8fPposCOe,entertainment
162,guns for hire,woodkid,https://open.spotify.com/track/38x5NsjgoLaYCnhAghHdyo,38x5NsjgoLaYCnhAghHdyo,same as last one,Yes,Yes,R_8HY1QG4yHOHpN5L,diversion
136,Class of 2013,Mitski,https://open.spotify.com/track/39bPZbBmJfBgNJUtbOua0D,39bPZbBmJfBgNJUtbOua0D,,Yes,Yes,R_2zZwYOsilY4jRsz,strong_sensation
330,Blue Hair,TV Girl,https://open.spotify.com/track/39sDitIeCMrVX2QyXHY46t,39sDitIeCMrVX2QyXHY46t,,Yes,Yes,R_2cD4oWRk402VtjH,strong_sensation
52,Merry-Go-Round of Life,Joe Hisaishi,https://open.spotify.com/track/39uLYYZytVUwcjgeYLI409,39uLYYZytVUwcjgeYLI409,The storyline of the piece helps me to feel things,Yes,There are no lyrics,R_8wt2bq6XlrxNtUi,mental_work
85,TTYL,Loossemble,https://open.spotify.com/track/3AXryyinIY17WLddIcNjwT,3AXryyinIY17WLddIcNjwT,,,,R_8pJG7O16rICvdio,entertainment
208,Nabokov,Fontaines D.C.,https://open.spotify.com/track/3Ady96jE1eszfh4kwYIbFy,3Ady96jE1eszfh4kwYIbFy,The lyrics give a sense of frustration and singing along feels therapeutic,Yes,Yes,R_2wNy3hFkKdHM4D0,discharge
325,Prison Song ,System of a Down,https://open.spotify.com/track/3AwLxSqo1jOOMpNsgxqRNE,3AwLxSqo1jOOMpNsgxqRNE,,Yes,Yes,R_263ifr5Fzi1g7g5,strong_sensation
380,Should Have Known Better,Sufjan Stevens,https://open.spotify.com/track/3AyuigFWbuirWHvidbMz8O,3AyuigFWbuirWHvidbMz8O,,Yes,Yes,R_8cbeXQem84K93QF,strong_sensation
168,On the Floor,"Jennifer Lopez, Pitbull ",https://open.spotify.com/track/3C0nOe05EIt1390bVABLyN,3C0nOe05EIt1390bVABLyN,,Yes,No,R_8l46mlZGFZsyKeB,revival
644,Stressed Out,21 pilots,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,3CRDbSIZ4r5MsZ0YwxuEkn,,,,R_2966KcW8r5Hwja9,mental_work
133,moved along,wilt,https://open.spotify.com/track/3CZZnpgvHNR71M4QnkQjzl,3CZZnpgvHNR71M4QnkQjzl,,Yes,,R_2HOcWQ0Ao3rvWQl,entertainment
197,i bet you look good on the dancefloor,arctic monkeys,https://open.spotify.com/track/3DQVgcqaP3iSMbaKsd57l5,3DQVgcqaP3iSMbaKsd57l5,,Yes,No,R_80YBLNTS9lnLPqc,discharge
313,Let me make you proud,Varian,https://open.spotify.com/track/3DaJVwng9XLOd8YxJdXVfu,3DaJVwng9XLOd8YxJdXVfu,,No,Yes,R_8hYa7SIXp5JaIx2,strong_sensation
327,Burn The Witch,Radiohead,https://open.spotify.com/track/3DpuYpzkvUWXbmzCm6pfzR,3DpuYpzkvUWXbmzCm6pfzR,,Yes,Yes,R_2UcZTsu7Ha6wjkd,strong_sensation
113,stop this train,john mayer,https://open.spotify.com/track/3E6iea9uEmB7gRru4lyP6h,3E6iea9uEmB7gRru4lyP6h,,Yes,Yes,R_80YBLNTS9lnLPqc,strong_sensation
160,Fokak meni,Lella fada,https://open.spotify.com/track/3EEbKAuRZVuMrcSRtLhhtQ,3EEbKAuRZVuMrcSRtLhhtQ,,,,R_8rid6Aiv4sOl6JB,revival
56,TOO DEEP TO TURN BACK,Daniel Caesar,https://open.spotify.com/track/3EOzLBxti9kA01UvwfbPxs,3EOzLBxti9kA01UvwfbPxs,The soft voices feel like a lullaby,Yes,Yes,R_8wt2bq6XlrxNtUi,solace
355,This Is The Day,The The,https://open.spotify.com/track/3FjYAj4hg5KiXpVAMjpLKq,3FjYAj4hg5KiXpVAMjpLKq,,Yes,Yes,R_8EhUjQrkmBRTASs,strong_sensation
472,Vogue,Noizu,https://open.spotify.com/track/3FrlcqYxS1A3W7pCGAHai6,3FrlcqYxS1A3W7pCGAHai6,,Yes,No,R_28Tf4yRm44ixc8J,diversion
334,One Place,Everything But The Girl,https://open.spotify.com/track/3GAyD0GUwlIbmBcObmJAni,3GAyD0GUwlIbmBcObmJAni,,Yes,Yes,R_8EhUjQrkmBRTASs,strong_sensation
633,Still,Noah Kahan,https://open.spotify.com/track/3GHHAffcXFz36X313sC0mU,3GHHAffcXFz36X313sC0mU,,Yes,Yes,R_2VQ2AZgtTitN9SY,discharge
118,Song 2,Blur,https://open.spotify.com/track/3GfOAdcoc3X5GPiiXmpBjK,3GfOAdcoc3X5GPiiXmpBjK,,,,R_2VdoBUAa69ab0h6,entertainment
48,Algo contigo,"Rita Payés, Elizabeth Roma",https://open.spotify.com/track/3HMuJG1y7pyjg7Rrk17Rsb,3HMuJG1y7pyjg7Rrk17Rsb,Helps me relax,Yes,No,R_8wt2bq6XlrxNtUi,mental_work
267,Bad Idea Right?,Olivia Rodrigo,https://open.spotify.com/track/3IX0yuEVvDbnqUwMBB3ouC,3IX0yuEVvDbnqUwMBB3ouC,"The beat of the song is quite fast paced and makes me feel like I need to hurry or get ready somehow, making me feel immediately energised.",Yes,No,R_2HRoAD9L1WNTCiF,revival
28,Summer Maddness S.A.,Karriem Riggins,https://open.spotify.com/track/3IcFd4zcj6unJ3pcCvRKrH,3IcFd4zcj6unJ3pcCvRKrH,"It is so fun, that is replaces stressful feelings.",Yes,There are no lyrics,R_8wt2bq6XlrxNtUi,diversion
798,2 days into college,Aimee Carty,https://open.spotify.com/track/3J7xAcSC9UGaJDANSUBJpy,3J7xAcSC9UGaJDANSUBJpy,,No,Yes,R_2HFaNp6YCRpC6NX,solace
605,The Grants,Lana Del Rey,https://open.spotify.com/track/3KbOflJ5JqHWtmco4PiO3h,3KbOflJ5JqHWtmco4PiO3h,,Yes,No,R_8cbeXQem84K93QF,discharge
139,The eye color ballad,Naethan Apollo,https://open.spotify.com/track/3LJd0SB6Og2ojzZmGH5QAU,3LJd0SB6Og2ojzZmGH5QAU,,Yes,Yes,R_2HFaNp6YCRpC6NX,entertainment
386,Love her madly,The Doors,https://open.spotify.com/track/3MFFDRC4wTN9JNGtzXsZlN,3MFFDRC4wTN9JNGtzXsZlN,,Yes,No,R_2tck6sPLJviBT1R,strong_sensation
183,溺れ愛,堂村璃羽,https://open.spotify.com/track/3MdngyjxJoKmk4fe9pkngq,3MdngyjxJoKmk4fe9pkngq,,Yes,No,R_8eLKaSUgqXjGFkl,diversion
52,Come on Eileen,Dexys Midnight Runners,https://open.spotify.com/track/3MrWxJaD2AT0W9DjWF64Vm,3MrWxJaD2AT0W9DjWF64Vm,,Yes,No,R_2e9qeeiYw9MaePm,entertainment
216,Mercury,"HI-LO, Space 92, Oliver",https://open.spotify.com/track/3NWMxXgzWvtO3j8o9eFkOi,3NWMxXgzWvtO3j8o9eFkOi,,Yes,There are no lyrics,R_28Tf4yRm44ixc8J,revival
514,Nightglow,Tanya Chua  (崩坏3印象曲),https://open.spotify.com/track/3ODWxpO4S8NaG4nZVbb7Oh,3ODWxpO4S8NaG4nZVbb7Oh,,Yes,Yes,R_2HYcwD0mQCVN8jJ,discharge
629,A Wolf At the Door,Radiohead,https://open.spotify.com/track/3OHevW2cUT176DXWV0lHg9,3OHevW2cUT176DXWV0lHg9,,No,No,R_8VqM9C6HA45xC9p,discharge
709,Deny me,Grace Gardner,https://open.spotify.com/track/3PYMrsmgHQfLmXeqeEhY0k,3PYMrsmgHQfLmXeqeEhY0k,,No,,R_2HOcWQ0Ao3rvWQl,mental_work
246,family ties,Baby Keem,https://open.spotify.com/track/3QFInJAm9eyaho5vBzxInN,3QFInJAm9eyaho5vBzxInN,,Yes,No,R_8VqM9C6HA45xC9p,revival
239,Love Potions Slowed and Reverbed,"BJ Lips, princess paparazzi, BJ Lips HDD",https://open.spotify.com/track/3RAtQezT066Fhi2NC0VDNZ,3RAtQezT066Fhi2NC0VDNZ,"My top go to cunty song for shaking off the stress, SO CUNTY!!!",Yes,Yes,R_2zZwYOsilY4jRsz,"[('discharge', 1), ('mental_work', 1)]"
206,Love Potions Slowed and Reverbed,Ayesha Erotica,https://open.spotify.com/track/3RAtQezT066Fhi2NC0VDNZ,3RAtQezT066Fhi2NC0VDNZ,,Yes,Yes,R_2zZwYOsilY4jRsz,"[('discharge', 1), ('mental_work', 1)]"
393,Rockin’ That Shit,The-dream,https://open.spotify.com/track/3RBGG1be9aBaSvjnw6ABkh,3RBGG1be9aBaSvjnw6ABkh,"It is so random and funny that it puts a smile on my face every time. I also found it from an instagram clip of a guy dancing to this song and taking of his t-shirt, so that visual helps to distract me as well. ",Yes,Yes,R_8EhUjQrkmBRTASs,diversion
632,LA runaway,The Horrors,https://open.spotify.com/track/3RHpo59t2CgyKlUGH2EXqX,3RHpo59t2CgyKlUGH2EXqX,,Yes,Yes,R_2tck6sPLJviBT1R,discharge
176,Aşka İnat,Yusuf Güney,https://open.spotify.com/track/3RLavRDgfSbes95bbWyYrF,3RLavRDgfSbes95bbWyYrF,,Yes,No,R_8PsV7EzuWKsJiKd,revival
343,How It’s Done,Huntrix,https://open.spotify.com/track/3RXUgPNIbUgFxsDWuBQEt6,3RXUgPNIbUgFxsDWuBQEt6,,Yes,No,R_8YnBr5pfVh9hzzu,strong_sensation
377,I-E-A-I-A-I-O,System of a Down,https://open.spotify.com/track/3RgDvs9Jpvn3kUuaTek1R5,3RgDvs9Jpvn3kUuaTek1R5,,Yes,No,R_2e9qeeiYw9MaePm,strong_sensation
184,Eternal Sunshine,Ariana Grande,https://open.spotify.com/track/3RwWW7KeVhHGayYJgUL5eZ,3RwWW7KeVhHGayYJgUL5eZ,,Yes,Yes,R_2xOG8RwWS4NZPnb,diversion
6,Saved by a Waif,Alvvays,https://open.spotify.com/track/3SYlS8kKi4Sgr03vtfgSjn,3SYlS8kKi4Sgr03vtfgSjn,The chord progressions and the way the singer sings the high notes,Yes,No,R_2wNy3hFkKdHM4D0,entertainment
747,People watching,Conan gray,https://open.spotify.com/track/3TFoEJe5zNuHZStRboWPxg,3TFoEJe5zNuHZStRboWPxg,Relatable ,Yes,Yes,R_8G9joOmkzQ63Thf,solace
556,Fleabag ,Yungblud,https://open.spotify.com/track/3TFtD8GZNw9v6vVWr3hnWy,3TFtD8GZNw9v6vVWr3hnWy,,,,R_2VdoBUAa69ab0h6,discharge
374,Time comes in roses,Bess Atwell,https://open.spotify.com/track/3TI83GvDhveHJFtOwcHdrg,3TI83GvDhveHJFtOwcHdrg,,Yes,,R_2HOcWQ0Ao3rvWQl,strong_sensation
318,Time,Pink Floyd,https://open.spotify.com/track/3TO7bbrUKrOSPGRTB5MeCz,3TO7bbrUKrOSPGRTB5MeCz,,No,Yes,R_8VqM9C6HA45xC9p,strong_sensation
156,You Should Not Be Doing That,Amyl and The Sniffers,https://open.spotify.com/track/3UPoC4ul3EOALnD8lmTf8o,3UPoC4ul3EOALnD8lmTf8o,,Yes,,R_8hGFpDjCoJ3Imuh,revival
306,GANG,Ayesha Erotica,https://open.spotify.com/track/3VIkjjl4UBAzCTtdR8wYzf,3VIkjjl4UBAzCTtdR8wYzf,Fucks my ears,Yes,Yes,R_2HYcwD0mQCVN8jJ,strong_sensation
68,Love me do,The Beatles ,https://open.spotify.com/track/3VbGCXWRiouAq8VyMYN2MI,3VbGCXWRiouAq8VyMYN2MI,,Yes,Yes,R_263ifr5Fzi1g7g5,entertainment
371,"So long, London",Taylor Swift,https://open.spotify.com/track/3Vevii7qKqrmW8CcyzBHDl,3Vevii7qKqrmW8CcyzBHDl,"A lyrical masterpiece that makes me feel nostalgic of a love that once was, tearing at my heartstrings and making me feel",Yes,Yes,R_2HRoAD9L1WNTCiF,strong_sensation
30,The Curtain,Snarky Puppy,https://open.spotify.com/track/3Vj7fRefltLc0zcNnjux4e,3Vj7fRefltLc0zcNnjux4e,the long structure has a narrative feeling to it,Yes,There are no lyrics,R_2U4TKFDTdWQOdSq,entertainment
283,22,Taylor Swift,https://open.spotify.com/track/3WC5CVAahvn98hiseoIvbw,3WC5CVAahvn98hiseoIvbw,Dancing,Yes,Yes,R_2HFaNp6YCRpC6NX,strong_sensation
159,Ed's House,Ben Ellis,https://open.spotify.com/track/3WGDI4OXHm0FqRQkcvjW4y,3WGDI4OXHm0FqRQkcvjW4y,"I like singing along with this song, which makes me happier",Yes,Yes,R_2HjY4EvYzUqMJtW,diversion
